0,0,0,0,0,69,19,0,0,0,C0
0,0,0,0,0,64,11,0,0,0,C0
0,0,0,0,0,62,15,0,0,0,C0
0,1,1,6,2,32,1,1,0,0,C1
0,0,0,0,0,57,16,0,0,0,C0
0,2,5,3,2,6,2,1,8,0,C1
0,0,0,0,0,67,14,0,0,0,C0
0,0,0,0,0,73,16,0,0,0,C0
2,1,2,2,3,47,4,1,1,0,C1
0,0,0,0,0,58,14,0,0,0,C0
1,2,2,7,5,6,0,0,14,0,C1
0,0,0,0,0,64,10,0,0,0,C0
0,0,0,0,0,66,16,0,0,0,C0
0,0,0,0,0,66,14,0,0,0,C0
0,0,0,0,0,60,17,0,0,0,C0
0,0,0,0,0,64,18,0,0,0,C0
0,0,0,0,0,63,14,0,0,0,C0
0,0,0,0,0,70,24,0,0,0,C0
0,0,0,0,0,65,16,0,0,0,C0
0,0,0,0,0,61,7,0,0,0,C0
0,0,0,0,0,66,16,0,0,0,C0
0,2,6,5,1,18,1,0,0,0,C1
0,0,0,0,0,61,12,0,0,0,C0
0,0,0,0,0,52,13,0,0,0,C0
0,0,0,0,0,81,21,0,0,0,C0
2,1,1,1,4,57,15,5,1,0,C2
1,3,3,7,3,13,1,1,1,1,C1
0,0,0,0,0,69,20,0,0,0,C0
0,0,0,0,0,56,18,0,0,0,C0
0,0,0,0,0,63,21,0,0,0,C0
0,0,5,9,8,17,2,1,1,0,C1
0,0,0,0,0,66,18,0,0,0,C0
2,2,2,5,4,3,1,1,1,0,C1
0,1,1,3,2,64,16,0,0,0,C2
0,0,0,0,0,62,21,0,0,0,C0
0,0,0,0,0,74,19,0,0,0,C0
0,0,0,0,0,70,8,0,0,0,C0
0,0,0,0,0,64,20,0,0,0,C0
0,0,0,0,0,63,15,0,0,0,C0
0,0,0,0,0,74,20,0,0,0,C0
0,0,0,0,0,74,23,0,0,0,C0
0,0,0,0,0,68,19,0,0,0,C0
0,0,0,0,0,70,15,0,0,0,C0
0,0,0,0,0,67,17,0,0,0,C0
0,0,0,0,0,58,13,0,0,0,C0
0,2,4,3,4,9,2,0,7,0,C1
0,0,0,0,0,62,9,0,0,0,C0
1,3,6,4,9,13,0,1,0,1,C1
0,0,0,0,0,67,14,0,0,0,C0
0,0,0,0,0,66,16,0,0,0,C0
0,0,0,0,0,70,16,0,0,0,C0
0,0,0,0,0,80,15,0,0,0,C0
0,3,4,4,2,44,11,0,0,0,C1
2,0,6,7,3,34,1,1,0,0,C1
2,0,1,0,1,56,18,0,0,0,C2
0,0,0,0,0,67,22,0,0,0,C0
0,0,0,0,0,64,19,0,0,0,C0
0,0,0,0,0,59,19,0,0,0,C0
0,0,0,0,0,72,15,0,0,0,C0
0,0,0,0,0,65,26,0,0,0,C0
0,0,0,0,0,57,16,0,0,0,C0
0,0,0,0,0,71,13,0,0,0,C0
0,0,0,0,0,62,11,0,0,0,C0
0,0,0,0,0,66,15,0,0,0,C0
0,0,0,0,0,70,12,0,0,0,C0
0,0,0,0,0,76,18,0,0,0,C0
0,2,3,8,12,8,6,3,1,1,C1
0,0,0,0,0,56,24,0,0,0,C0
1,1,4,10,3,17,1,1,10,0,C1
2,0,1,4,7,31,2,0,4,0,C1
0,0,0,0,0,44,15,0,0,0,C0
0,0,0,0,0,66,14,0,0,0,C0
0,0,0,0,0,66,23,0,0,0,C0
0,0,0,0,0,62,17,0,0,0,C0
0,0,0,0,0,69,11,0,0,0,C0
0,0,0,0,0,61,8,0,0,0,C0
0,0,0,0,0,73,14,0,0,0,C0
0,4,4,3,3,34,1,3,1,0,C1
0,0,0,0,0,66,18,0,0,0,C0
0,0,0,0,0,64,17,0,0,0,C0
0,0,0,0,0,71,13,0,0,0,C0
0,0,0,0,0,81,19,0,0,0,C0
0,0,0,0,0,61,15,0,0,0,C0
0,0,7,4,4,27,1,0,0,1,C1
0,0,0,0,0,68,20,0,0,0,C0
0,0,0,0,0,53,18,0,0,0,C0
0,0,0,0,0,58,17,0,0,0,C0
0,0,0,0,0,52,15,0,0,0,C0
0,0,0,0,0,57,17,0,0,0,C0
0,0,0,0,0,62,14,0,0,0,C0
0,0,0,0,0,71,9,0,0,0,C0
0,0,0,0,0,73,14,0,0,0,C0
0,0,0,0,0,76,19,0,0,0,C0
1,0,6,5,0,49,0,1,0,0,C1
0,0,0,0,0,59,16,0,0,0,C0
0,0,0,0,0,60,14,0,0,0,C0
0,0,0,0,0,67,11,0,0,0,C0
0,0,0,0,0,64,16,0,0,0,C0
0,0,0,0,0,60,8,0,0,0,C0
1,3,2,2,10,42,0,1,0,1,C1
0,0,0,0,0,63,18,0,0,0,C0
0,2,4,5,5,9,3,1,1,1,C1
0,0,0,0,0,60,11,0,0,0,C0
0,0,0,0,0,75,10,0,0,0,C0
0,0,0,0,0,69,18,0,0,0,C0
2,0,2,0,0,65,16,1,0,0,C2
0,0,0,0,0,64,27,0,0,0,C0
0,0,0,0,0,74,17,0,0,0,C0
0,0,0,0,0,64,9,0,0,0,C0
0,0,0,0,0,63,15,0,0,0,C0
0,0,0,0,0,64,18,0,0,0,C0
0,0,0,0,0,67,14,0,0,0,C0
2,0,9,5,3,8,1,0,3,0,C1
0,0,0,0,0,68,8,0,0,0,C0
0,0,0,0,0,60,10,0,0,0,C0
1,2,5,4,2,38,3,1,0,0,C1
0,0,0,0,0,64,24,0,0,0,C0
0,0,0,0,0,78,13,0,0,0,C0
0,0,0,0,0,64,19,0,0,0,C0
0,0,0,0,0,61,15,0,0,0,C0
0,0,0,0,0,64,12,0,0,0,C0
0,0,0,0,0,63,19,0,0,0,C0
0,0,0,0,0,59,12,0,0,0,C0
0,0,0,0,0,73,22,0,0,0,C0
1,2,3,7,3,4,1,4,4,0,C1
1,3,1,6,9,42,12,0,0,1,C1
0,0,4,6,6,29,3,1,0,0,C1
0,0,0,0,0,64,12,0,0,0,C0
0,0,0,0,0,57,23,0,0,0,C0
0,0,0,0,0,69,13,0,0,0,C0
0,0,0,0,0,69,17,0,0,0,C0
0,0,0,0,0,61,24,0,0,0,C0
0,0,0,0,0,69,16,0,0,0,C0
0,0,0,0,0,69,16,0,0,0,C0
0,0,0,0,0,73,17,0,0,0,C0
1,1,6,8,10,31,0,1,0,0,C1
0,0,0,0,0,64,20,0,0,0,C0
0,0,0,0,0,69,12,0,0,0,C0
0,0,0,0,0,73,18,0,0,0,C0
0,0,0,0,0,66,18,0,0,0,C0
0,0,0,0,0,72,15,0,0,0,C0
0,0,0,0,0,54,15,0,0,0,C0
0,0,0,0,0,65,17,0,0,0,C0
0,0,0,0,0,78,12,0,0,0,C0
0,0,0,0,0,63,11,0,0,0,C0
0,0,0,0,0,57,19,0,0,0,C0
0,2,2,6,7,11,3,1,8,2,C1
0,0,0,0,0,63,13,0,0,0,C0
0,2,3,6,8,5,2,0,0,0,C1
0,0,0,0,0,63,14,0,0,0,C0
0,0,0,0,0,60,8,0,0,0,C0
0,0,0,0,0,64,20,0,0,0,C0
3,1,0,4,0,56,15,0,0,0,C2
0,0,0,0,0,64,15,0,0,0,C0
1,3,5,2,10,49,1,3,0,0,C1
0,0,0,0,0,66,10,0,0,0,C0
0,0,0,0,0,74,12,0,0,0,C0
0,0,0,0,0,63,21,0,0,0,C0
0,2,3,3,6,43,2,0,0,0,C1
0,0,0,0,0,75,19,0,0,0,C0
0,0,0,0,0,65,17,0,0,0,C0
2,3,4,4,4,48,5,0,0,0,C1
0,0,0,0,0,54,19,0,0,0,C0
2,2,0,1,1,65,18,0,0,0,C2
0,0,0,0,0,61,17,0,0,0,C0
0,0,0,0,0,60,17,0,0,0,C0
0,0,0,0,0,61,21,0,0,0,C0
0,0,0,0,0,62,16,0,0,0,C0
0,0,0,0,0,77,13,0,0,0,C0
0,0,0,0,0,63,14,0,0,0,C0
2,0,5,3,5,4,3,1,0,1,C1
1,5,1,3,5,21,0,0,0,0,C1
0,0,0,0,0,64,14,0,0,0,C0
1,3,1,11,1,43,3,0,3,0,C1
0,0,0,0,0,57,16,0,0,0,C0
0,0,0,0,0,65,14,0,0,0,C0
1,2,2,4,3,44,11,1,0,0,C1
1,0,2,6,3,50,5,0,0,0,C1
0,0,0,0,0,63,18,0,0,0,C0
2,2,5,2,7,12,2,2,0,1,C1
0,0,0,0,0,59,16,0,0,0,C0
0,0,3,3,3,5,1,7,10,0,C1
0,0,0,0,0,62,20,0,0,0,C0
0,0,0,0,0,62,18,0,0,0,C0
0,0,0,0,0,55,13,0,0,0,C0
1,1,4,3,4,27,1,0,4,1,C1
0,0,0,0,0,66,15,0,0,0,C0
0,0,0,0,0,68,12,0,0,0,C0
2,0,1,6,4,45,6,0,1,0,C1
0,0,0,0,0,66,19,0,0,0,C0
0,0,0,0,0,65,13,0,0,0,C0
0,0,0,0,0,60,12,0,0,0,C0
0,0,0,0,0,72,12,0,0,0,C0
1,3,8,7,4,50,2,1,1,0,C1
0,0,0,0,0,60,15,0,0,0,C0
0,0,0,0,0,64,23,0,0,0,C0
0,0,0,0,0,59,11,0,0,0,C0
0,0,0,0,0,68,18,0,0,0,C0
0,0,0,0,0,49,18,0,0,0,C0
0,4,1,5,7,34,0,0,0,0,C1
